"sample","sigma","kappa","W_max","n1","n2","K_a","K_b","theta","bNina","bNino","beta_out","alpha","delta","muEI","muIR","muRS","tau","rho","S_0","E_0","I_0","R_0","K_0","F_0","W_0","sig_obs","loglik","loglik.se","flag"
1,4.2798927051365e-05,3.9e-05,129.705315871819,0.233752218555098,17.7215299314817,0.137401539071543,0.999578583789369,2.02055804271144,0,0.162122321744342,0.0016328998144124,0.701436263031334,0.0166666666666667,11.0533777387149,187.185876860211,0.598881280262693,0.00271264798572522,0.0179325252749379,0.903083162046864,0.00552768583460733,0.00736280804874038,0.0840263440697887,0.006349074210789,0.00816991001416357,0.0224153035891678,0.63648178046776,-3160.9888191768,0.0816765544271396,1
2,0.00168304954805444,3.9e-05,0.865368090863702,2.56023695492939,34.1977777682299,0.221802354119514,0.999736284872055,5.03393648069715,0,0.354948678693772,0.00246618071805394,0.90155175771636,0.0166666666666667,7.71463034123224,513.265706969695,0.89040057382609,0.00274031478123364,0.0112064427391723,0.634939156391065,0.000312456816238359,0.00211240593972438,0.362635980852972,0.0016304969961313,0.00370602043889926,0.0469678665031606,0.602038596288301,-3195.060620975,0.0277387785240529,1
3,0.223266491114981,3.9e-05,3.55047236142121,0.147804706701709,1.59050895184668,0.344351969352005,0.845143594245331,-2.5200571985152,0,0.551220417628439,0.000104086674232919,0.660207076648919,0.0166666666666667,6.40937420119618,11.1036438510824,0.2410772957165,0.000540186130283581,0.00452648140408424,0.821073610121273,0.00134219205012373,0.00557645155640011,0.172007746272203,0.00337682259387366,0.00735185969171168,0.0388674826852479,0.182411354318445,-2918.06621493683,1.69729316414238,1
4,8.66455359714409e-05,3.9e-05,41.3228478921797,0.779524574497198,0.0300135375243208,0.0849655939468626,0.610518094269273,2.51586893638172,0,0.131199217130845,5.65580527731945e-05,0.961945918875034,0.0166666666666667,5.87897325873357,3754.88572618523,0.547320752231709,0.000455580573945905,0.00631726287495985,0.722799295758768,0.00443854216355783,0.00583794304372872,0.266924219033945,0.00767519421973744,0.00404767306673541,0.0153562113048817,0.688384404506261,-3196.65528782671,0.00470746517853778,1
5,9.28874503470316e-05,3.9e-05,140.855556118156,0.964137402868192,2.00792643635512,0.248398114074956,0.981842833251502,1.56566221306245,0,0.370662624162621,0.000668416634169704,0.752036105778594,0.0166666666666667,17.6904552880997,58.5349762076358,0.087771672786746,0.00271522091503964,0.0439356548695656,0.95558602477842,0.00372130203184636,0.00905553025372798,0.031637142936006,0.00521887067377425,0.0063207193431644,0.0264704436311308,0.61415866577625,-3172.17605640126,0.0860822584687597,1
6,0.000220465612486022,3.9e-05,101.001325259742,12.7235869934734,0.108530241414519,0.00464963519878932,0.92691771665772,4.01599853715044,0,0.0899453549950199,1.73311798790816e-05,0.734426672962929,0.0166666666666667,5.32857526899739,613.51649170327,0.421764365402834,0.00345614305891807,0.0104368651278106,0.670608960094601,0.00955226316572137,0.00216236351473249,0.317676413224945,0.00105493846727694,0.00186541247155891,0.00234913392119046,0.656388436407967,-3191.44791485488,0.00558301410147777,1
7,0.0084359436111657,3.9e-05,1055.51609033251,0.247186010028133,0.00984135871948557,0.662103511615769,0.73764274793902,5.41039839848792,0,0.0138260936708769,0.00919969864874695,1.06352448044679,0.0166666666666667,2673.34843185577,40.8510450571832,0.262697970433585,0.00241051529096466,0.000990830868328947,0.538618552633422,0.00799338455085571,0.00572659586863682,0.447661466947086,0.00969180208713729,0.0028231347558212,0.0485682068496515,0.235051597844392,-3314.43193726577,1.12194087266118,1
8,0.233079330205871,3.9e-05,4.85566772360204,13.2822218272755,0.340847135841748,0.0261512495129985,0.837220524214445,1.36732618467747,0,0.893902544396406,0.0361699489503396,0.353749585504455,0.0166666666666667,21.2904369435555,119.516555710773,0.875723209180033,0.14034651962954,0.000853422673471639,0.739776383162915,0.00467096976651887,0.000561147356419444,0.254991499714147,0.00414782853355311,0.0071546434226326,0.0213515716705025,0.162809179384603,-2896.36259932679,4.40246928084742,1
9,0.305925549524602,3.9e-05,88.2551337464655,13.7803651886599,6.5149574006207,0.930867235693658,0.887454741953098,-0.195361273873972,0,0.955814650068296,0.000205630101529612,1.13073446789176,0.0166666666666667,7.37698958579851,16.1223645757267,0.493956645054252,0.000364671703358315,0.00189144544530703,0.709306758538963,0.00478528091468204,0.00221475066422244,0.283693209882132,0.00214161336163802,0.00515687952818154,0.032710029964874,0.163489789164007,-2933.63954628582,1.13966369539859,1
10,0.188427641164761,3.9e-05,0.26787871368428,34.2150415440953,11.0613223002902,0.558648879411243,0.8559293217492,2.63876218137299,0,0.465702709123461,5.82655323695539e-05,0.926407717826588,0.0166666666666667,6.39223211595349,38.2476815891311,0.454669473373675,0.00108016295786192,0.0247075112152608,0.876735960111054,0.00307985119855163,0.0117466088488323,0.108437579841562,0.00664913554545277,0.0102607136962953,0.00888991388181093,0.337589922179983,-2973.4732779067,0.247251273339328,1
1,8.85107722304108e-05,3.9e-05,105.392135701728,14.5405093503544,3.56098439461401,0.322812146343878,0.989684553103213,2.71648596555783,0,0.190863570351261,0.00547500489704409,1.02189616906044,0.0166666666666667,22.6786514810118,16.0003446211874,53.2353677927101,0.00268059481969892,0.00619130666490309,0.652441317423046,0.00274288243892354,0.00552331865629439,0.339292481481736,0.00724609959182878,0.00484790894649807,0.0484468423423013,0.563246373913403,-3188.0191172749,0.885465900426746,1
2,4.97693287041425e-05,3.9e-05,6.48362705755501,16.0695920574506,0.32293764619881,0.0314206954060984,0.985101837260388,3.83187242061646,0,0.239304516545261,0.000458210951817384,0.699325876443944,0.0166666666666667,5.13729543011302,3313.41571045902,1.3543467077907,0.00387596886651743,0.0130633693408279,0.908637679027186,0.00787223513368873,0.0105343714883296,0.0729557143507957,0.00368342087937118,0.00933450296159918,0.0239485441356646,0.707709731845458,-3201.30160242687,0.00395051200192787,1
3,0.000749393167470002,3.9e-05,10902.2550771323,0.635288766174439,1.36811727620759,0.586433958962532,0.860531452816907,5.92070791844633,0,0.0481102143116516,0.000358175652057907,0.946062122841982,0.0166666666666667,40.9424241097142,20325.9576927222,0.0937281249607017,0.00256050230882795,0.0456399028912514,0.682067535841028,0.002279535041716,0.00722206314285987,0.308430865974396,0.0094236775977999,0.00931188563141004,0.0235570371750789,0.494182225696813,-3259.1286881438,0.329162435060631,1
4,0.149093598702112,3.9e-05,6.08649795749015,0.563732074586292,0.302486218377138,0.00289573510841232,0.977271273451933,1.28658569532648,0,0.0419131125077384,0.000284446511290858,0.853543525643905,0.0166666666666667,5.55033900646755,689.841251120646,24.7425117986466,0.000477479034620616,0.000627275378207588,0.769770242149695,0.0102732900072277,0.00564094739490737,0.21431552044817,0.00361016456989816,0.00504626999707374,0.000925234583047222,0.236582451018282,-2937.41160390768,2.06094793745091,1
5,0.000733562338900339,3.9e-05,80.4206184382859,0.103263433720179,189.398357848039,0.00147382855158432,0.999906010696365,2.13750141813706,0,0.223611370563681,9.17885420053489e-05,0.673846165172969,0.0166666666666667,6.39970289704815,8526.87351373197,15.4261188885749,0.018797835109085,0.179633492521279,0.631484356788174,0.000446395184620538,0.00273280965551143,0.365336438371694,0.00176314133909996,0.00717706385739222,0.0333908464086577,0.660678195212545,-3198.59686511482,0.00543884979371217,1
6,8.55182044420042e-05,3.9e-05,121.083449466249,0.522073821975556,1.81497625466956,0.63455728976226,0.883105824364832,1.29284804555441,0,0.566917019799872,0.00059598459116434,0.682647132280024,0.0166666666666667,15.9510048119989,101.873279343235,1.0606383697219,0.00270518988798631,0.0578245843279699,0.936972183361166,0.00598453691936519,0.00806656366460999,0.0489767160548583,0.00606275427320388,0.00293696053783681,0.0137052168094639,0.598058409935089,-3193.06757380072,0.128290781706425,1
7,0.000107041338926662,3.9e-05,25.3253738948291,4.83564639355498,1.71546212194882,0.0250442137550239,0.988472970287028,2.00598132109525,0,0.186143945527754,0.000869348314326641,0.744415444982371,0.0166666666666667,5.07047785436218,22.928531485093,0.651057997550908,0.00414236731420986,0.0152318866128667,0.797632262343312,0.00571000350454041,0.000862220487198449,0.195795513664949,0.00516348703849975,0.00211154662479602,0.0301928707548742,0.690918694883408,-3192.48067641123,0.00454311482233108,1
8,0.000984603819980221,3.9e-05,56.0968226490191,523.155588424941,0.984549913706745,0.583928797797094,0.940382676672686,7.3669225289225,0,0.170607647589957,0.00217525640301132,1.34770993595838,0.0166666666666667,17.889412477591,58.2176981136002,0.163833684369778,0.00274735633701078,0.0201361060801177,0.56038673517466,0.00138841718607816,0.00521537034306343,0.433009477296198,0.0101093450592882,0.00646013590177484,0.00666005186089264,0.558967052446084,-3128.56414144795,0.202282679823342,1
9,0.000480257766992664,3.9e-05,165.598663370194,0.447444233828227,18.5065588791604,0.615392025203339,0.991817580021805,2.24066806011361,0,0.292447269079517,0.00277702837018667,0.940511167925482,0.0166666666666667,27.9059939089922,11.4689943432712,6.16646380168765,0.00268959630129545,0.0116871122450608,0.847894474724993,0.0105322357312325,0.00988311181360858,0.131690177730166,0.00638205119946228,0.00359973604490265,0.0466185507907295,0.585700625003024,-3184.71201435632,0.227755353209101,1
10,0.00217560086138131,3.9e-05,2.63146161128799,0.237431282237737,0.62732531699706,0.0927215164074153,0.940541740835579,0.158396040696365,0,0.303682394765776,7.98104719390197e-05,0.595048635255518,0.0166666666666667,4.73228689864242,162.933871820734,0.734683140808943,0.0013435055760763,0.01810028939538,0.721957848188506,0.00281181972159502,0.00279514947292,0.272435182616979,0.00254485096075891,0.00877674800784882,0.0202140215282518,0.690625601158489,-3185.30127296721,0.00916744896028543,1
1,0.000212178105583249,3.9e-05,158.110888755547,0.429119599132935,2.27343031810452,0.298460000641136,0.998576250217627,4.68105528275774,0,0.195692802808319,0.00152553678407548,1.01493164025406,0.0166666666666667,24.4120993764989,100.980059932137,0.702953929638446,0.00270648170650694,0.0225583572995343,0.548062051148927,0.00215552934092572,0.0101521308081011,0.439630288702046,0.00789541731176753,0.00164609721525863,0.0443125646748277,0.554125294260132,-3166.86301677753,0.438292858420476,1
2,0.214992774893138,3.9e-05,0.224994597602861,3.87404637261892,1.80157661629312,0.034865788333274,0.836534883982639,2.863316749925,0,0.493445320643792,0.000503666740153697,0.389069874792551,0.0166666666666667,3.84875734415678,1166.43276173737,1.72843443788053,0.0247426726053136,0.00107456208635095,0.81011423186849,0.00680322824696417,0.00439286542180948,0.178689674462737,0.00274468374055293,0.0064187351059453,0.0184988436934273,0.300199205280956,-2946.47883043532,0.617895476051346,1
3,7.63884675803961e-06,3.9e-05,1.6858065322256,1.94191094481735,6.28196350771703,0.00148605981374553,0.987672561585563,1.64088976664576,0,0.345780063931591,0.000315841719136241,0.713194136258025,0.0166666666666667,8.28616741245352,253.129892634205,8.76140747436505,0.00204742815057846,0.0438562346381966,0.729835577807614,0.00350603167686139,0.00187860944720311,0.264779781068321,0.00468687035642357,0.00380427173398711,0.032529044867084,0.694921708134366,-3180.07584456209,0.0125787246947646,1
4,0.000974821579033801,3.9e-05,216730.713853012,0.450360300235358,27.8795260790252,0.00979096658454121,0.989556317535292,6.49332767181381,0,0.0124818804379719,0.00286342788505396,0.996287084979299,0.0166666666666667,33.0267676685772,522.586708663812,0.164317941929261,0.00303050227479941,0.00134788419738286,0.884172527970683,0.0140762321604072,0.00984096238027451,0.0919102774886352,0.00957012766902045,0.00771318015424602,0.00607177660861395,0.402757927042522,-3410.8042117706,0.982832988388205,1
5,0.000179613821563706,3.9e-05,99.4594040927538,0.15161712185647,0.0390476343408037,0.744704930811267,0.998932941115705,5.55673681750647,0,0.293055690447439,0.000289563244372792,0.926438171570803,0.0166666666666667,15.3608119303884,1051.62327467639,1.57928542137116,0.00269589758552398,0.112686824266253,0.947793127376901,0.000353895577104724,0.0109100196531752,0.0409429573928188,0.00176432396817695,0.00730012627018367,0.0278072698276545,0.553980820592426,-3170.77654626874,0.266562268247189,1
6,0.0228601081560391,3.9e-05,22.249178625141,19.9550332144952,0.324539825367737,0.0138247658902094,0.991278951466743,4.29706743893296,0,0.236746994755369,0.000858814004811435,0.837477317953384,0.0166666666666667,6.27673736242433,2100.02647255369,0.131036148220122,0.00178139749578594,0.00274791323849579,0.77658299388846,0.00411379772933885,0.00312417068253993,0.216179037699661,0.00620844086767059,0.00212151104507873,0.00285243724311146,0.518776940774554,-3197.65381481289,1.14517870211767,1
7,0.293851685759389,3.9e-05,46.545920708827,0.791388350776091,4.41036825751604,0.128542851063642,0.881851762348483,-1.86972972373957,0,0.54382364497666,0.00875898710017839,0.278146071627275,0.0166666666666667,907.30536991319,1.04962432278193,6.19315315164484,0.178273759613416,0.00524440698526504,0.831495523871088,0.00297102817876139,0.00145435714827599,0.164079090801874,0.00856786483059343,0.00861554365795924,0.0399785288651097,0.173602588179683,-2875.4805944633,1.00421708921223,1
8,7.39164372698981e-05,3.9e-05,103.865062183168,0.864567580089941,1.14067112370118,0.183547156710214,0.766624984923782,3.21152275455902,0,0.215211519493912,0.000765577028883553,0.939522392341711,0.0166666666666667,16.7602580510141,32.0686501153452,0.0866506587999775,0.00274247433963998,0.0541511826601663,0.556260402278282,0.00724357658493346,0.00634625773984718,0.430149763396938,0.00451799871377132,0.00435426276353657,0.0161125806086607,0.63772178858859,-3179.72740744348,0.0233513148585009,1
