time,T,RH,P,date,ndays,pop,dpopdt,beta_eff,cases,year,month,nino,nina
1988.1994535519125,29.628572736467635,73.17066108819527,0,1988-03-14,31,52665743.5309101,2525.530684605241,1.2095806213342901,NA,1988,3,0,-0.02
1988.2021857923496,30.94285692487444,68.34877420573335,0.0121050309389829,1988-03-15,31,52668269.18270971,2525.6517996117473,1.0562042933654159,NA,1988,3,0,-0.02
1988.204918032787,31.19444529215495,67.44452009011471,0.0400442704558372,1988-03-16,31,52670794.9556301,2525.7729203924537,1.0413730828389876,NA,1988,3,0,-0.02
1988.207650273224,30.524999618530273,70.82668616528088,0.0158779267221689,1988-03-17,31,52673320.84967711,2525.8940470069647,1.1241271682896261,NA,1988,3,0,-0.02
1988.2103825136612,30.387500762939453,72.16585829650103,0.1534600555896759,1988-03-18,31,52675846.86485654,2526.015179432929,1.1664101099509285,NA,1988,3,0,-0.02
1988.2131147540983,29.928571428571427,75.57381056583489,0.4465754330158233,1988-03-19,31,52678373.0011742,2526.136317655444,1.1431015941670803,NA,1988,3,0,-0.02
1988.2158469945357,30.237500190734863,74.88891118111013,0.0343456380069255,1988-03-20,31,52680899.25863589,2526.257461696863,1.200455876962619,NA,1988,3,0,-0.02
1988.2185792349728,30.337499618530273,75.66104083030939,0.3008218705654144,1988-03-21,31,52683425.63724742,2526.3786115273833,1.2127420415067625,NA,1988,3,0,-0.02
1988.22131147541,30.425000190734863,75.73264842524934,0.0136919561773538,1988-03-22,31,52685952.13701462,2526.4997671991587,1.20451625727349,NA,1988,3,0,-0.02
1988.224043715847,29.97143009730748,76.87131008303213,0,1988-03-23,31,52688478.75794327,2526.620928652585,1.2775551870309676,NA,1988,3,0,-0.02
1988.226775956284,29.971429007393972,72.63326768447166,0.0214669965207576,1988-03-24,31,52691005.50003921,2526.742095939815,1.2966651120001413,NA,1988,3,0,-0.02
1988.229508196721,29.97499942779541,66.75369677358067,0.0143452221527695,1988-03-25,31,52693532.36330823,2526.8632690161467,1.1773180361869942,NA,1988,3,0,-0.02
1988.2322404371585,30.0625,67.11900912015777,0.0679656267166137,1988-03-26,31,52696059.34775615,2526.9844479188323,1.1444993391702443,NA,1988,3,0,-0.02
1988.2349726775956,30.833333333333332,66.38751569081903,0.0046154586598277,1988-03-27,31,52698586.45338878,2527.105632632971,1.138550286550169,NA,1988,3,0,-0.02
1988.2377049180327,30.474998474121097,62.579285933835514,0.0413434021174907,1988-03-28,31,52701113.68021193,2527.2268231511116,1.0818148563255305,NA,1988,3,0,-0.02
1988.24043715847,30.512499809265137,67.9670976923942,0,1988-03-29,31,52703641.028231405,2527.3480194732547,0.8528678930090415,NA,1988,3,0,-0.02
1988.2431693989072,30.912500381469727,63.867027710203985,0,1988-03-30,31,52706168.49745304,2527.469221636653,0.9143411472439188,NA,1988,3,0,-0.02
1988.2459016393443,31.299999237060547,66.35175894103807,0.1971978992223739,1988-03-31,31,52708696.08788263,2527.5904295891523,0.9387049162329149,NA,1988,3,0,-0.02
1988.2486338797817,30.399999618530273,71.0440678894325,0.2030707001686096,1988-04-01,30,52711223.799525976,2527.711643345654,0.9978616612583595,242,1988,4,0,-0.5299999999999999
1988.2513661202183,30.7999997820173,70.86088222479569,0.4803463220596313,1988-04-02,30,52713751.63238892,2527.832862943411,1.1155101544392396,NA,1988,4,0,-0.5299999999999999
1988.2540983606557,30.975000381469727,72.32706148229005,1.2045291662216189,1988-04-03,30,52716279.58647725,2527.954088330269,1.2024509359252467,NA,1988,4,0,-0.5299999999999999
1988.2568306010928,30.937500953674316,74.4888444481364,1.383266568183899,1988-04-04,30,52718807.661796786,2528.0753195360303,1.2011618313104988,NA,1988,4,0,-0.5299999999999999
1988.25956284153,31.03749942779541,70.35388846727375,0.6814490556716919,1988-04-05,30,52721335.85835336,2528.1965565755963,1.1543337717754891,NA,1988,4,0,-0.5299999999999999
1988.2622950819673,31.225000381469727,72.00489134979938,1.0559611320495603,1988-04-06,30,52723864.176152766,2528.3177994042635,1.1347725508832036,NA,1988,4,0,-0.5299999999999999
1988.2650273224044,31.612499237060547,71.89753191650462,1.093436360359192,1988-04-07,30,52726392.615200825,2528.4390480592847,1.0643308381246606,NA,1988,4,0,-0.5299999999999999
1988.2677595628415,29.48571232386998,74.23828667738906,3.892228364944458,1988-04-08,30,52728921.17550334,2528.560302518308,1.1383216503002729,NA,1988,4,0,-0.5299999999999999
